Respondent,RLH,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39,Item40
310,444,2.048775,0.071199,0.031429,-1.719821,0.798456,0.679611,-0.99931,1.006056,-2.0357,2.731903,3.402506,1.940195,2.934402,1.217419,0.797563,0.85409,1.403429,3.030091,3.0771,1.132941,2.820277,-4.799949,-0.850419,0.265157,-1.425156,0.292396,0.343227,0.57979,-1.836013,-1.763153,-2.059781,3.500768,1.050741,0.104561,0.604769,-0.122547,-1.637587,1.05525,2.596093,1.068096
312,243,-1.948502,-0.630907,0.926393,0.490184,-0.436256,-0.042112,0.711272,-0.989849,-0.721897,0.516376,0.002235,-0.446164,0.576492,1.210279,0.390148,-0.057535,-1.783357,-0.571862,0.84264,-0.136338,0.51069,-1.895084,0.15539,0.349668,-0.450912,1.275571,-1.224524,0.85169,-1.782578,-1.000803,-2.05303,0.229581,1.059831,0.90978,-0.568826,0.406095,0.165508,0.634335,-1.371843,-1.274683
313,474,-2.812293,-2.345549,0.946436,0.352859,-4.447452,-3.223842,0.450449,-2.018753,0.657545,-2.669504,-2.206405,-2.511621,-3.554392,0.088775,-2.778112,-1.891495,-5.875344,-0.643728,-2.270447,-2.029874,-0.510138,-0.637801,-2.312731,-1.046531,-0.233292,0.373025,-3.89717,-5.293463,-5.014717,0.59911,-3.979502,-1.91212,-0.896694,-2.005439,-2.774601,0.391471,-0.414978,-2.990249,-3.760986,-4.276955
317,460,0.268303,-1.320372,1.08524,-1.536631,-1.536322,-2.549618,-0.330068,-0.781064,-2.497852,-0.978274,-0.752872,-1.542389,-0.493739,0.45976,1.269111,-3.10777,-1.858719,1.452731,0.239791,-0.687705,-0.524948,-3.168259,-4.686366,0.526456,-1.35616,0.82838,-0.461469,-1.736387,-3.935519,0.145883,-6.387268,-0.217277,-1.438491,-1.194012,-1.102267,-1.902821,-1.292942,0.26248,-1.778804,-1.323623
320,422,4.374702,-1.48501,0.515096,0.958032,-0.225793,2.125876,1.763153,1.322135,-0.639511,0.882376,2.723084,0.607579,2.678038,3.27619,3.702045,2.066295,2.208832,2.607615,3.549048,2.971014,1.35742,-0.840975,-0.391532,2.691324,0.698412,2.586431,2.602479,3.415804,2.716275,-2.928589,-1.22011,3.174437,2.285468,1.908682,1.44797,0.101817,0.789342,4.595404,0.216835,4.073126
323,506,-0.864156,1.50663,-0.151664,-3.958278,-4.81631,-1.493218,-2.853787,-4.651211,-0.945092,0.013524,-0.917903,-4.257816,-2.143335,-2.099388,-1.155952,-3.383053,-2.248895,2.393942,-0.313819,0.259565,-4.035396,-4.45164,-4.882829,-1.316492,-2.812391,-0.887539,-0.306437,-0.716265,-5.295291,-0.221715,-6.787334,0.85513,-1.927147,-2.088133,1.809757,-3.913442,-1.572202,-1.025159,-0.736256,-0.948493
324,382,-0.048728,0.67774,0.110334,-1.469169,-2.070532,-1.322145,-0.356971,-2.740393,-0.735532,0.039354,-1.272315,-4.603297,-1.641744,-0.967362,-1.097158,-2.966346,-1.744532,1.238616,-0.696547,0.650838,-3.117681,-3.223604,-3.544575,-2.378391,-1.86105,1.008343,-0.583863,-0.483669,-2.907008,-0.523761,-3.492899,0.696535,-1.431391,-1.619616,0.862359,-0.954824,0.61192,0.010557,-2.613526,-0.827416
325,318,-0.38768,-0.86972,-0.588404,-1.100871,1.315345,1.50951,0.577629,-1.316365,0.999403,2.795259,1.088012,-0.722662,2.032801,0.478966,3.184088,0.005332,-0.061706,1.006634,1.561819,-0.407532,0.455766,-1.138411,-1.656382,0.3055,-1.539272,0.573743,0.925541,1.514335,-0.729633,-2.245925,-2.392495,2.723267,1.505035,-0.007644,-1.660128,-0.908608,0.676057,1.345329,0.888317,-0.132969
327,471,-1.123298,-2.139006,-0.260958,-1.707045,-1.97252,-2.088029,0.202959,-2.096862,-1.494454,0.229691,-0.557681,-2.108657,-0.021352,-0.165114,1.382316,-1.940249,-1.088861,1.256415,1.805127,-1.540376,0.985629,-3.622924,-2.554773,0.072645,-2.503403,0.073521,0.151297,-1.736908,-4.322658,-2.62313,-6.332981,0.189748,0.355519,-1.393315,0.294935,-3.064637,-1.727389,0.591032,-2.285349,-1.10109
328,493,-2.494285,-2.127307,-3.142628,-3.772228,-1.189981,-3.363487,-2.184583,-4.390102,-3.522988,-2.784158,-3.564304,-4.614321,-1.980428,-2.559604,-2.85199,-3.760897,-2.620428,-0.493231,0.324051,-0.786199,-2.976503,-6.028723,-5.874072,-2.795764,-3.587618,-0.002735,-2.499058,-2.78783,-4.500544,-4.545659,-7.046083,-0.602809,-2.208348,-2.652922,-1.006016,-4.515449,-3.303227,-2.085119,-2.550239,-2.678188
329,422,0.147013,-0.567447,0.050052,-3.36736,-0.579882,-1.281679,0.337212,-2.842026,-2.147191,0.447604,0.925286,-4.668596,0.763137,-0.988878,-1.478547,-2.036884,-1.692043,1.937971,1.637949,-1.455926,0.508697,-5.168134,-2.959272,-0.957075,-1.819388,-0.385038,1.459746,-1.917999,-4.33813,-2.390091,-5.046227,2.580521,0.403933,-1.763963,-0.149134,-1.382125,-2.035923,0.248734,1.126305,-0.349578
33,617,0.50353,-1.176417,-0.915936,-3.02686,-5.561224,-0.860412,0.683262,-3.388207,-1.55889,3.912279,-0.162642,-1.903708,1.10746,0.752709,-1.19126,-2.931564,0.263713,3.861128,0.36101,-1.484536,-0.397426,-9.273302,-3.50992,0.245485,-4.340354,-1.076497,-0.449861,-0.875353,-4.61445,-1.870452,-6.266731,3.10793,0.272632,-2.26979,2.300521,-2.895739,-2.019166,0.220223,-4.407724,0.537474
330,343,2.121755,1.3845,-0.734656,-0.313545,3.731886,0.190151,2.256097,-0.031864,0.117091,2.588475,1.575953,-0.060258,3.462122,0.62099,3.08351,0.093101,3.187993,4.452288,3.096004,3.032335,-0.789732,-0.415656,-0.133298,1.958205,-0.548393,-0.362833,3.483049,2.581566,1.546895,-2.031408,-0.486887,3.229393,3.2336,0.979985,1.278541,-0.315292,0.184341,3.127231,2.056654,3.860577
331,424,2.103087,-2.119552,-3.61706,-1.015011,-0.950238,-0.395809,1.586519,0.232884,-1.138422,1.286852,1.500542,-0.637591,1.435108,1.229962,3.612163,-0.634972,0.441733,2.318952,3.313732,0.135973,0.281058,1.263921,-2.137628,1.856066,-0.439953,0.789638,1.559288,0.402366,0.114919,-2.657545,-2.991221,0.774275,1.205077,-0.428321,0.526768,-0.579822,-0.080444,3.405873,0.277853,1.761119
334,585,-0.678215,0.734852,-0.185307,-2.855443,-4.072521,0.219246,-0.958653,-3.036679,-2.077672,0.436345,-1.705716,-2.40213,-2.431877,-1.198107,-1.443158,-1.428614,-2.059885,1.783245,-0.010981,-1.237359,-0.282512,-7.530914,-3.293413,-2.142443,-1.644984,0.279401,-1.656517,-0.222536,-5.255791,-0.790561,-4.80205,0.428685,-1.394186,-1.72754,1.389563,-1.197519,-2.138539,-1.136747,-1.26676,-0.468373
339,528,-2.527181,-0.252367,-0.37876,-2.511898,-2.976575,-3.83963,-2.163449,-4.174848,-1.838445,-1.201777,-3.233985,-4.218256,-2.907527,-1.915534,-3.68373,-4.260399,-4.343142,-0.109188,-2.577809,-2.965231,-1.694872,-7.959019,-4.779623,-2.88047,-3.696317,-0.416663,-2.369869,-3.943075,-7.433401,0.675981,-8.398216,-2.044267,-2.153217,-3.091125,0.538627,-1.425197,-0.198467,-2.977524,-3.477407,-3.872239
34,410,1.442282,-1.544838,-0.535505,0.618936,-0.345213,0.086235,1.337367,-0.315145,-0.26117,0.474976,0.499509,-0.756567,2.352369,3.520904,3.066166,0.472784,-0.436845,1.898791,1.463053,-1.493248,0.858136,-0.289928,-0.843182,1.878344,0.157423,1.476578,0.105564,0.755492,1.589683,-0.502098,-1.966272,2.356927,2.013725,-0.656717,-1.245708,-0.24738,0.604696,2.478659,-0.843907,0.458257
340,595,-0.449874,-0.236522,2.653118,0.568912,-2.337866,-0.270187,1.756419,-1.209167,-1.410535,0.616762,0.331689,-1.530281,0.355331,1.900919,1.09656,-0.580941,-2.113952,-1.030949,0.3349,-0.835863,2.151569,-0.613607,-0.978079,0.218736,0.602858,-0.026425,-0.699155,0.238234,0.224666,0.001219,-3.889506,0.061853,0.000206,-0.587343,-0.236424,-1.29325,-1.635077,3.02805,2.908261,-0.211285
341,273,3.394641,2.459014,3.85772,3.127076,2.129144,3.379629,3.833045,2.669163,2.216203,3.971888,3.882646,3.402518,3.755682,4.661513,5.187549,2.455632,3.066808,4.180287,4.033784,3.082216,2.235715,1.954986,2.651392,6.386447,2.50738,3.741615,3.647351,5.11065,2.435872,2.717349,-0.059685,3.965936,3.960934,4.156213,3.805619,1.98401,2.210199,3.088935,2.010301,5.173349
342,556,-1.945664,-0.871664,-2.339791,-5.013727,-4.244977,-3.113696,-2.236495,-6.196162,-2.434099,2.528534,-2.575078,-5.519564,-2.010445,-3.175496,-4.755313,-5.768965,-1.603059,2.760015,2.252811,-2.983437,-1.834653,-10.498263,-5.160487,-2.979387,-6.098505,-1.372826,-1.602283,-4.763757,-7.87802,-1.767907,-8.524092,2.118593,-1.572124,-3.91089,0.44293,-3.513267,-2.588447,-2.057383,-2.521578,-3.136565
344,364,0.254192,0.214782,0.301833,0.032486,0.612201,0.239929,1.733741,-0.244152,0.416673,2.078632,0.815439,-0.663834,0.355243,0.628569,1.689616,-0.934956,-1.173579,1.714502,2.306318,-0.084504,-0.178098,2.221628,-1.472994,0.86418,-0.691626,0.854281,2.150958,-1.254831,-1.720003,-0.035427,-4.305813,1.339274,1.699949,0.336782,-0.125296,-0.189347,1.779692,1.145608,-0.347495,0.509838
345,519,-3.793193,-2.506423,-2.063509,-4.706088,-4.596099,-4.229491,-3.749558,-6.575146,-3.23438,-0.58061,-3.204927,-5.351977,-3.804907,-3.793016,-3.67607,-5.98477,-4.986019,0.431863,0.081507,-3.96707,-3.132757,-10.51026,-8.270466,-4.502866,-6.934664,-2.113595,-5.271767,-6.185087,-10.363654,-1.860185,-7.380736,-1.197775,-3.765133,-5.38434,-3.130556,-4.927397,-3.754225,-4.227973,-3.974219,-5.047647
346,428,-1.2898,-1.453186,0.066096,-1.325376,-2.784536,-1.268598,-0.39985,-3.055362,-1.353734,-0.183635,-1.623776,-2.318689,-1.603696,0.991165,-1.051427,-2.825053,-3.209018,0.415871,-0.55226,-1.092337,-0.091349,-6.740099,-3.900381,-0.658225,-1.997758,0.350252,-2.30071,-1.220487,-6.761806,-0.651781,-6.168045,0.808958,-0.486721,-1.42593,-0.951839,-1.737736,-1.728566,-1.506443,-2.754572,-1.81601
347,433,0.262186,-0.430787,-1.938069,-1.726947,1.769149,-1.32392,0.176399,-1.743751,0.84788,2.020318,-0.407264,-2.665797,1.892324,-1.126789,0.803046,-1.751355,-2.296726,2.15467,0.99451,-0.868251,-0.614237,-2.519798,-2.164804,-0.446075,-3.341225,1.159038,0.229017,-2.040349,-3.041028,-1.4593,-2.860076,1.531941,0.787378,-2.044572,-3.225516,-2.173366,0.858513,-0.507963,0.420594,-1.758249
348,597,-3.302382,-1.248166,-0.484355,-3.333069,-6.348362,-3.197225,-2.302453,-5.486436,-2.246302,2.067406,-0.977551,-4.228936,-2.300829,-2.034129,-2.238236,-4.354654,-5.377609,1.102317,0.397112,-3.478502,-1.627723,-6.539329,-3.696763,-2.254071,-4.642129,-1.647915,-2.445577,-3.337956,-8.593715,-0.970217,-7.465732,-0.017761,-1.580869,-3.178655,-2.689348,-3.525362,-4.932811,-0.319753,-1.659874,-2.802588
349,607,-0.942724,-3.009522,-3.735525,-3.242618,-0.446197,-2.028478,-0.769195,-3.036956,-1.648046,1.788427,-0.37835,-2.776386,-0.236494,-3.916222,-1.730408,-2.349051,-1.534847,3.12594,4.190849,-3.504367,0.503321,-5.315558,-4.164306,-1.91716,-4.559424,-0.160517,-1.34462,-6.506042,-6.530448,-4.36151,-6.547008,1.97219,0.905129,-3.501487,-1.953157,-2.159066,0.247402,-1.015539,-2.885868,-3.116827
35,565,0.450229,-1.202428,-2.322767,-3.139102,-5.154064,-0.860152,-0.567778,-2.924623,-2.425244,3.23206,-1.120137,-3.348947,-0.692704,-1.023807,-1.020118,-3.48397,0.476963,3.153824,3.946401,-1.447495,-0.431629,-6.487851,-3.49902,-0.723853,-3.191582,0.390985,-0.305699,-1.870651,-5.13625,-3.348268,-6.907562,2.703347,-0.066542,-1.708318,0.890957,-1.700655,-1.30354,1.352721,-1.712789,0.185157
350,450,1.510603,-2.385477,-1.921895,-1.693007,0.049279,-0.019584,0.663972,-0.250804,-1.782646,-1.362788,1.019138,-1.159728,0.543624,0.055803,0.233578,-0.914057,-0.025185,3.140573,2.504446,-0.754291,1.373736,-2.089044,-1.246518,1.438131,-0.933455,2.026704,1.025882,-0.231811,-2.521463,-5.031555,-4.67932,1.818687,1.297538,-2.0438,0.033185,-1.837915,-0.089025,1.739736,-1.112387,0.898158
353,507,4.292287,-2.379689,-0.296118,0.635211,-2.193307,0.371564,1.689474,1.14698,-1.903014,-0.531108,0.766443,-0.088832,2.91987,3.420546,1.78902,0.874427,0.179587,3.414413,3.110649,1.012623,1.906662,-1.916467,-1.496195,3.62743,0.172625,1.869917,0.729165,0.958707,0.411592,-3.518759,-2.903862,4.253938,1.490921,0.716841,0.308925,-1.447302,-0.803414,3.179391,-0.852805,2.173198
356,551,-1.203853,0.199184,-3.597478,-3.583507,-4.347607,-1.715275,-2.415966,-3.458574,-1.194436,-0.413514,-1.840792,-3.364708,-2.988687,-2.20736,1.008242,-4.593184,-2.668094,0.813229,0.857163,-0.850377,-4.294603,-3.943429,-5.821721,-0.900021,-3.330554,-0.641657,-0.382319,-0.856853,-3.68003,-2.596201,-6.934495,1.282457,-0.534551,-2.516354,0.754986,-2.638105,-0.011658,-0.393567,-1.948747,-1.625124
357,536,1.705309,-1.068088,0.478458,-1.773062,-0.716137,0.93479,0.29661,-1.384142,-1.69633,1.731369,1.934732,-1.064827,1.132493,0.840614,0.533395,0.188942,0.285081,2.960241,3.899591,-0.224408,0.397173,-5.345341,-1.758291,0.589985,-0.909399,1.554138,0.682291,1.466361,-2.616817,-2.25812,-3.487668,3.685192,1.158968,-0.478389,1.432092,-2.244891,-0.734844,2.068738,-0.57045,1.71468
358,503,1.672266,-2.023359,0.237969,-0.638496,1.939803,2.060657,1.733075,0.82856,-1.818422,2.189842,1.646626,-0.419554,3.539385,2.092033,1.754176,1.839578,0.568992,2.096318,3.972309,-0.680842,4.254564,-4.091611,-0.324379,0.139555,-0.14178,1.546229,1.139436,0.140448,-1.70444,-3.464207,-1.694408,2.272218,2.806223,-0.466215,-1.226186,0.065161,0.119469,1.70422,-0.797135,0.85328
359,304,-0.202934,-3.180512,-0.299142,-0.756594,-0.357318,0.408836,-0.136476,-2.234906,-1.344948,-1.003284,-0.758834,-1.827051,-0.551575,-0.550816,0.031341,0.167782,-3.62495,0.115792,-1.63851,-2.058067,1.623152,-2.70469,-1.477429,-1.538092,-2.102881,0.827173,-1.337779,-1.913621,-3.655112,-2.846737,-2.807659,-0.180695,0.016901,-1.600028,-2.693396,-0.961671,0.485781,-1.270919,-1.727657,-1.282122
36,427,-0.972038,-1.732251,-1.322495,-1.820499,0.878237,-0.868537,-0.232805,-3.855044,-2.648982,0.885746,-1.57996,-1.651837,2.178912,-1.2418,1.160613,-1.39736,-1.740808,2.161344,-0.14296,-2.692828,2.124328,-6.99075,-2.969742,-1.25001,-3.316678,0.516995,-0.631441,-1.92682,-5.26939,-0.735212,-2.682593,1.152949,-0.148175,-1.840974,-2.052031,-1.512766,-1.79029,-1.380756,-1.677156,-0.413148
360,314,-1.134688,0.802886,2.088705,-1.122169,-2.026081,-1.992157,-0.607488,-1.936286,-1.08346,-0.018726,-1.073638,-1.238372,-1.900006,-0.114154,-0.471973,-2.280829,-1.985188,0.501994,-2.03061,-1.084106,-0.084486,-2.220814,-1.267655,-0.624149,-1.206248,-0.6876,1.22808,-0.68215,-4.237157,2.143373,-1.343923,-2.755544,-1.242323,-1.456537,1.195603,-0.78283,-1.386505,-1.382674,-1.140825,-1.851974
361,445,0.518075,0.943435,5.215268,0.387113,-1.209096,0.181926,1.684553,-1.26999,0.626358,0.963753,2.113221,0.116869,-0.309836,2.265179,0.627297,-0.118921,-1.398087,1.350997,-2.931387,0.251147,1.592395,-2.858204,0.100912,0.360117,-0.299745,2.126746,0.409415,1.920603,-3.489826,3.112067,-1.694366,-0.176391,-0.269559,0.016031,0.714018,-0.319969,-0.588536,-1.696625,-0.819626,0.802625
362,431,3.053044,-0.781365,0.529981,0.522268,-0.435024,1.317722,3.34268,1.419306,0.79616,1.680318,2.812379,1.342418,1.900686,2.05188,3.868026,1.235175,1.554269,3.596625,4.004335,2.001969,1.067573,5.112248,0.64638,3.793033,1.233958,2.251485,2.855116,1.815418,1.084606,-1.718265,-1.088124,3.581047,2.232618,1.500027,1.643363,-0.252782,1.21904,4.32404,0.773952,3.34762
363,347,-0.009797,0.998941,1.713984,-0.478041,2.277608,0.426808,0.556216,-0.97968,-0.524868,2.269653,1.014212,-0.511558,1.337635,0.240341,0.071366,1.117092,0.274831,2.148268,0.652986,0.534427,3.376599,-1.921848,0.893682,-0.590047,-0.631073,0.811584,1.378814,0.04309,-1.453002,-1.232642,-0.171415,1.031211,1.4464,0.278617,0.522695,0.169332,0.183361,2.071655,-1.047168,-0.63185
364,567,1.018391,-3.205479,0.928216,1.643069,-3.123565,-1.296996,0.1337,-1.71991,-3.648803,-0.923325,-1.050344,-1.24533,1.224635,2.587598,-4.519912,-1.621214,-2.5424,1.785619,1.794347,-0.640656,1.426752,-7.205921,-3.896384,0.177858,-1.08803,0.484732,-3.453814,-0.572509,-4.370424,-1.098295,-7.863065,2.600253,-1.378478,0.412367,-0.500218,-1.447934,-2.5703,0.080215,-4.200816,-0.034074
365,301,-0.639608,0.840001,1.826383,-0.974718,0.595129,-0.090972,0.102373,-2.029171,-0.36211,2.086658,-0.474015,-1.053116,-1.207635,0.646775,1.358637,-0.134354,-1.017607,0.271276,0.294589,0.196282,0.103438,-0.316569,-0.838303,0.060437,-0.908933,1.393036,1.381709,-1.034566,-0.797553,2.010428,-1.638856,0.336283,-0.425074,0.183809,0.5237,-0.708098,1.472961,0.93496,0.498669,-0.113566
366,501,-0.783186,-2.1448,-2.628868,-2.165862,-1.508354,-1.826853,0.010736,-2.532196,-2.010062,2.112632,-2.408229,-2.900502,-0.670121,-1.091282,-2.879034,-2.082222,0.090826,2.046959,1.856266,-2.454711,2.339217,-6.620894,-3.071454,-2.485395,-2.820524,0.419091,-1.7425,-3.471129,-5.044824,-2.896204,-6.38864,-0.578436,-1.746623,-2.797878,-0.564814,-1.153813,-1.701752,-0.478218,-1.822209,-2.295765
367,493,2.298401,-1.641889,-0.094508,-0.329967,-0.322548,-0.89805,0.554718,0.258636,-1.777752,-0.245939,0.279119,-0.928808,-0.259322,0.036455,-0.729566,-1.607654,-1.402776,0.528745,1.390575,-0.877694,-0.70518,-0.84956,-2.919962,0.67386,-0.194518,1.597037,0.166386,1.224016,-3.0189,-2.280317,-5.080229,-2.308408,0.016196,-0.451402,0.753514,1.037476,-0.170647,1.24787,-4.242461,3.190499
369,470,-0.608692,-1.840903,-2.348649,-1.477182,-0.228316,-0.376442,-1.013916,-2.002743,-0.392677,2.151884,-0.790632,-2.507233,-0.028581,-1.072562,0.664158,-2.374334,-0.827565,1.927167,1.029501,-0.876943,-0.538013,-4.032386,-4.624916,-0.713523,-3.065191,0.367077,0.357666,-1.639235,-4.068842,-3.131694,-5.194445,0.673343,0.380861,-2.020921,0.45002,-1.563742,-0.238536,0.217167,-0.708158,-0.65191
37,275,0.803313,0.466811,0.830368,-0.382508,1.141414,-0.35633,0.549537,0.383717,-0.966935,0.895021,0.598808,-1.566094,0.139104,0.728014,1.056798,0.331711,-0.73847,0.520571,-0.214193,-0.281426,-1.977975,-1.132286,-1.748721,-0.012504,-1.141964,1.124623,-0.396637,0.37673,-1.535476,0.60636,-2.743697,-0.411643,-0.230959,-0.806392,-0.330737,-0.621506,-0.205153,0.865489,-1.440417,0.463794
370,295,0.251506,-1.172517,0.395614,-0.318198,-0.040067,-1.087211,0.276492,-0.214617,-2.380789,-0.071764,-0.704934,-1.240125,-0.551854,1.493874,-1.783615,-1.576702,-2.361398,-1.191534,-1.342497,-1.115981,1.28879,-1.134482,-2.173546,-0.812876,-0.105416,0.884537,-1.470273,-1.381586,-2.334861,0.452444,-4.584762,-0.404542,0.058451,-0.330869,-1.92654,0.584186,0.709178,-0.281217,-1.055725,-1.468083
373,468,2.862378,-0.321076,1.185482,1.778711,2.583058,0.677737,2.22742,2.518263,1.383087,0.695288,1.208879,0.359381,2.601384,2.831852,2.17201,1.952684,1.992481,2.889011,6.074462,1.841743,2.054867,0.784434,-1.300119,3.296419,0.74132,1.933803,1.632969,0.080561,1.75981,-3.021431,-1.25537,4.20218,3.060422,2.059757,0.456801,0.340179,2.059254,4.799508,-0.063001,1.042101
374,283,1.365561,0.806784,1.179693,0.108545,-0.271271,-0.997267,0.849302,-0.040574,-0.291061,-1.246403,-0.062744,0.016884,0.698916,0.439574,2.453133,-0.242132,0.511865,1.241616,0.643311,1.581781,-0.73019,-0.291467,-1.107249,1.28495,-0.335337,1.052077,1.315051,2.221433,-1.751843,-0.229433,-0.692847,0.456629,0.448098,0.368407,1.306619,-0.134684,-1.547489,0.29277,0.485407,0.474467
375,333,-0.212687,-0.74088,1.44825,2.257057,-0.021816,0.172508,0.455331,0.093793,-1.273522,-1.106831,-0.56165,-0.166352,0.483661,2.181038,0.152062,0.93929,-1.310848,0.182053,1.796132,0.413597,1.640991,-3.350397,-0.323436,0.70799,-0.612019,1.85327,-1.132339,0.550015,-2.272881,-0.650256,-2.833693,1.465656,0.126396,1.351142,0.158815,-0.546439,-0.355156,-0.165598,-0.71155,-1.193994
376,254,0.175773,-0.87044,0.814645,0.645918,0.730454,0.558156,1.355086,0.829304,-0.792082,0.636148,0.84721,-0.0689,1.186908,1.426808,1.281192,0.699003,-0.188733,0.914779,0.384105,-0.193859,1.190058,-0.346898,-0.504718,0.010343,-0.497647,1.52332,1.205588,0.790153,0.91724,-1.883977,-0.753442,1.3696,0.99309,-0.459991,-0.623682,0.808317,0.190009,1.274264,-3.106362,-0.595681
377,275,0.763737,1.103801,4.222159,1.223027,1.822652,0.695978,2.003385,-0.112515,-0.463461,1.120803,1.354925,-0.010297,0.438085,1.439354,-0.344578,0.778777,-0.379592,1.869188,0.533241,2.726764,0.958286,1.912459,0.156132,1.086293,0.436563,1.631021,1.375149,1.092689,-0.651614,-0.336291,-2.012628,1.829325,1.663023,1.344017,1.101641,1.050307,0.64169,1.373744,1.282496,1.369905
378,364,0.198958,0.312891,2.246673,-0.045674,-3.00492,-1.965768,-1.06363,0.464462,-2.239307,-1.199783,-1.158038,-0.994579,-1.378093,1.138429,-4.266823,-2.022147,-2.869409,-0.37675,0.741778,-0.153493,1.084946,-3.632212,-1.405846,-2.684181,-0.449184,1.929804,-2.577664,-1.267096,-3.595114,-0.035805,-5.64937,-0.572125,-1.250441,-1.032329,0.048945,-0.194282,-2.792196,-0.312633,-2.768517,-1.293829
379,498,-1.43432,-2.639592,0.294204,-2.697864,-0.881188,-2.65479,-0.8653,-1.59675,-1.674072,1.079098,-1.531226,-2.458361,-1.750393,-0.542153,-3.237189,-2.464296,-4.172505,0.410108,0.297194,-2.566202,-0.579933,-4.861728,-4.741987,0.195234,-3.304961,-0.246653,-3.032385,-3.913852,-8.214849,-2.542018,-6.020375,-1.288303,-0.76573,-1.719134,-2.277178,-1.665378,-0.479335,-1.353962,-4.262294,-3.385795
38,417,-0.331942,-1.026081,0.045716,-0.774859,-3.621579,-1.382173,-0.305017,-2.203861,-1.789449,0.374842,-1.883047,-1.818707,-1.099899,0.482234,-0.123591,0.324649,-1.70285,1.337415,2.944034,0.03843,0.19447,-4.750555,-2.131422,-1.852027,-1.447376,0.581864,-1.232754,-0.912233,-2.419969,-0.757159,-4.272813,1.415817,-1.34787,-0.549057,0.321116,-0.552625,-1.081567,0.734577,-1.511664,-2.822519
380,510,-1.476305,-3.233662,0.439406,-1.513796,-3.9313,-2.5976,-0.992028,-1.618016,-4.057035,-2.369981,-2.601911,-2.767104,-2.3767,1.505313,-7.847868,-2.391441,-5.102235,-2.794975,-2.077788,-3.075841,-0.354653,-6.001464,-4.615987,-1.006965,-1.2381,0.939003,-4.888573,-3.256452,-6.451894,-2.214359,-8.965297,-2.635914,-1.441191,-0.891122,-0.65727,-0.87585,-3.504083,-1.123239,-5.863704,-3.043493
382,581,0.164437,0.500385,0.378352,-3.526375,-2.783126,-1.698061,-1.67466,-4.531682,-0.955363,2.997907,-1.750177,-3.44477,-0.501096,-2.61616,-1.73929,-3.635184,-0.076736,4.344666,3.493099,-1.341421,-0.533415,-9.2619,-3.517642,-2.251867,-4.78611,-1.732916,0.209367,-3.062645,-6.325516,-1.274312,-6.452268,4.258608,1.121032,-2.450012,1.11097,-2.813552,-1.355636,-0.742564,0.155767,-1.963647
383,431,1.407676,-1.260018,-2.210305,-1.757378,2.847536,0.179997,1.885136,-0.721325,1.384472,2.907274,0.697875,-0.623248,2.44857,-0.429211,3.017392,-0.043789,3.026504,3.840621,2.077346,0.401951,1.003379,-0.126402,-0.509206,1.186058,-1.756595,1.976454,1.771636,-1.092975,-0.471645,-4.120484,-2.097812,2.256418,2.56961,-0.298243,0.56932,0.192908,3.523361,0.038995,-1.505492,0.204001
384,388,-2.49556,-2.789202,-2.874274,-2.384363,-2.515047,-2.353304,-1.928457,-2.084563,-3.318404,-1.764484,-2.089003,-4.210847,-2.99694,-2.360273,-2.560329,-3.146274,-4.715722,-2.159975,-1.400133,-2.944433,-2.076299,-4.656604,-5.501611,-2.795555,-3.352366,-0.996859,-2.093436,-3.183908,-5.790545,-3.438942,-5.99718,-2.669684,-2.964569,-3.161433,-2.780903,-2.362421,-2.148445,-2.241713,-3.362202,-3.325413
387,410,1.54667,-2.112353,0.986463,2.523916,0.742001,1.591182,0.472812,1.67384,-1.628086,-0.055133,0.64228,-0.233061,1.022977,3.47796,-0.255465,0.860917,-0.69333,0.721415,2.052869,-1.067988,2.931948,-2.115714,-2.390707,1.162301,-0.211954,1.551059,-0.95315,0.025932,-1.804631,-2.138243,-2.215156,2.489566,0.505933,0.384547,-1.510697,-0.631304,-0.51342,1.381412,-1.93853,0.75225
389,395,0.170636,-0.666226,-1.208676,-3.073092,-3.093694,0.550386,-2.291761,-2.632432,-1.458524,-0.078173,-0.415363,-2.168918,-0.461638,-1.980548,0.480165,-1.962164,-0.047503,3.956815,0.935869,-1.04468,-1.229623,-5.597611,-2.476246,-0.92949,-2.429794,-0.620868,1.001521,0.658795,-2.447517,-3.530253,-3.855159,1.245569,0.128479,-2.073552,0.838264,-1.475361,-1.597057,0.58049,-1.183559,1.391212
390,369,0.015297,-1.956997,3.376255,0.248405,0.795516,-0.94408,0.29872,-0.751028,0.620802,-0.30291,0.433404,0.036241,1.062006,-1.416492,0.913485,-0.329416,0.154651,2.737999,2.32284,-0.163536,0.796528,-2.290013,-1.984366,0.506563,-1.637953,0.988215,-0.239774,-0.112863,-4.306743,-1.660287,-3.730587,1.718528,1.609413,-0.184441,0.015778,-0.389716,-0.140797,0.168581,-2.092937,0.069911
