Respondent,RLH,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39,Item40,Item41,Item42,Item43,Item44,Item45,Item46,Item47,Item48,Item49,Item50,Item51,Item52,Item53,Item54,Item55,Item56,Item57,Item58,Item59,Item60,Item61,Item62,Item63,Item64,Item65,Item66,Item67,Item68,Item69,Item70,Item71,Item72,Item73,Item74,Item75,Item76,Item77,Item78,Item79,Item80,Item81,Item82,Item83,Item84,Item85,Item86,Item87,Item88,Item89,Item90,Item91,Item92,Item93,Item94,Item95,Item96,Item97,Item98,Item99,Item100,Item101,Item102,Item103,Item104,Item105,Item106,Item107,Item108,Item109,Item110,Item111,Item112,Item113,Item114,Item115,Item116,Item117,Item118,Item119,Item120
791,334,1.300056,1.211835,2.303343,2.673169,2.358123,2.0006,3.012627,2.667772,1.700107,3.008993,1.313792,2.725615,1.365778,1.756389,2.539229,1.027235,4.217085,3.32787,1.686977,4.505091,3.727513,1.160937,4.104767,4.214091,-0.893282,1.510852,2.049574,-0.763987,1.855756,2.890819,0.569939,1.652636,1.82065,1.841987,-0.523819,2.333592,3.31833,2.544369,-0.1822,0.847207,2.043589,0.190014,-0.187274,3.363206,2.271591,-0.454679,0.962921,1.825075,4.332546,-0.161982,2.354563,0.85042,1.742615,4.546719,3.169444,1.050358,4.015735,3.70472,2.861797,1.297188,-0.795786,1.017794,5.280884,1.168891,0.708612,2.178075,2.497756,0.722994,-1.758484,1.46065,3.392935,3.794572,5.512549,2.909853,1.642942,2.56681,2.971809,2.915168,0.650013,3.154811,3.189416,4.515541,3.658706,4.149709,2.422432,0.691739,0.551823,1.626922,2.805417,2.115497,3.049273,3.646981,0.268539,3.363785,1.720483,0.779351,0.842839,0.483969,1.054426,-0.60325,0.23588,1.315188,-0.84397,1.460316,4.416497,3.991974,1.85969,1.543482,2.034981,3.133021,0.961441,2.490762,4.601035,3.618012,3.172838,3.252107,0.286279,-0.473212,2.120573,0
792,446,-0.162273,-5.448929,-2.811456,-1.420423,-3.745607,-1.846723,-1.160163,-1.795183,-0.947747,-1.431191,-1.370081,-1.37151,-1.919532,-2.066987,-0.942195,-1.37603,-1.236879,-0.496684,-1.505667,-2.141823,-0.664692,-2.792155,0.106809,-0.000824,-5.100254,-1.959506,-2.535666,-0.100232,-3.940127,-1.65786,-2.450861,-1.778613,-1.011746,-3.531449,-4.256011,-1.442368,0.025742,-1.623417,-2.452647,-1.568706,-1.78417,0.02829,0.911988,0.130337,-3.224932,1.075031,-2.553892,-1.092632,0.897585,-2.888767,-1.067495,-5.857175,-3.222552,0.560695,-0.953987,-1.885708,0.005637,-0.597078,-1.005322,-1.613239,-1.916123,-2.693743,0.344048,-0.877466,-0.324459,-1.613545,-1.214953,-1.982475,-0.160616,-1.71442,1.253101,1.414571,2.896459,1.668065,-1.175969,-0.338878,-0.771235,-1.656138,-3.231528,-2.282679,-0.963719,-2.876327,-2.050227,-1.849585,-1.893817,-3.3225,-3.095113,-2.89231,0.430529,-1.609909,-2.470513,-0.990428,-4.286971,-0.929216,-1.09056,-0.310883,1.409085,-3.619541,-1.48352,-1.976224,0.296561,-3.00716,-0.451925,-0.177914,2.556395,1.936272,-0.597201,-1.002849,-0.657409,-0.046704,1.866454,-0.483214,3.012003,0.602536,1.927266,-1.150034,-3.86858,-0.77367,-1.107601,0
793,276,-0.174338,-1.704012,0.308697,1.54941,2.795864,2.300008,1.547704,-1.737369,0.285813,2.023613,1.656543,0.40567,-0.69199,-0.100054,1.488926,-0.116324,1.920435,2.947351,-0.235377,1.541605,2.052194,-1.478477,1.441503,2.080307,-2.453897,1.46135,0.667183,-0.940227,0.533959,2.372616,1.060636,0.002659,1.417049,1.262756,-2.925824,1.847054,1.602416,-0.029404,0.463003,0.68961,2.620393,0.425469,1.178265,1.13767,1.776688,1.1236,-1.800704,-0.953694,2.318217,-0.41096,2.851388,-0.177924,0.96596,2.78544,3.369004,1.388817,0.911069,1.102639,0.671283,0.375686,1.648107,-1.655365,1.324036,1.470056,-1.304462,-0.747395,1.652302,0.373317,-0.41804,-0.420257,-0.598891,0.906695,1.798387,1.27903,0.462449,2.514361,2.435853,0.90587,-2.202033,1.436974,1.392898,-0.512115,1.315809,2.700113,1.611674,-2.469282,-3.036267,0.8442,0.561376,0.501642,0.453293,3.34526,-1.808596,0.934536,-0.217529,0.92528,-0.787084,-1.524133,-0.099012,0.078432,0.774499,-0.097079,-2.071209,0.904341,1.613659,2.881427,0.158386,-0.7706,-0.28313,0.530983,1.554736,0.754619,2.439474,1.293533,0.504197,-0.001227,-0.945495,-1.331697,-0.747728,0
794,416,-2.129896,-5.278333,-2.145661,0.715146,-1.421716,-0.506516,-1.701963,-4.417132,-1.48075,-1.091906,0.972939,-1.179277,-1.808392,-1.330193,0.529101,-0.776544,-0.630823,-0.701727,0.824511,1.294663,-0.363981,-0.718438,3.039303,-0.95691,-3.609834,-2.077346,-0.365373,-1.479343,1.654754,-1.682655,-0.717122,-0.220162,-1.046585,-0.873293,-5.628932,-1.747415,0.981296,-0.803441,-0.149063,0.228268,-0.692975,0.485827,1.078685,-1.000032,-2.396766,0.532291,-3.11417,-3.323548,-0.206696,-0.301612,0.510408,-4.830012,-3.690754,-0.428517,0.922024,-2.497392,-1.161656,0.112501,-0.71906,0.697437,0.340611,-2.438463,0.855467,-2.375035,-2.607647,-4.084691,-0.95192,-1.113114,-2.436588,-0.698781,0.140261,0.709862,0.020156,-1.639122,-1.6058,1.819737,-0.534363,-2.038524,-2.223739,-5.272539,0.081647,-0.918682,-1.448852,-2.683945,-1.600794,-5.534012,-4.130313,-0.968928,-1.016219,-0.26406,-2.18639,-2.769364,-3.311095,-2.477986,-2.550693,0.197737,-2.331049,-3.556357,-3.308306,-2.244213,-0.803453,-2.673246,-3.226764,0.601929,0.21901,0.372197,-1.069608,-2.184595,-3.488175,-1.575235,0.01378,1.553979,-0.620634,0.177049,-1.284434,-0.980424,-6.092757,-4.664243,-2.111655,0
796,463,-3.120273,-5.643887,-4.742011,-2.807475,-1.207431,-1.916164,-1.922092,-4.273675,-1.668666,-0.96653,-1.458713,-1.750918,-4.333657,-3.010837,-1.479376,-0.798471,-0.764145,-1.088585,-3.125813,-2.277609,-1.554095,-2.155766,-4.191733,-0.745978,-7.556866,-2.975695,-2.194401,-1.826456,-2.108062,-1.973594,-2.977671,-1.632501,0.332484,-3.897895,-5.610696,-1.588072,-0.244525,-4.339698,-3.211374,-2.058604,-2.799455,-2.568187,-1.370415,-1.586565,-3.379632,-4.669532,-4.093001,-3.57513,-0.482646,-2.197875,-3.705423,-3.977789,-0.65206,-0.819534,-0.525052,-3.333037,-3.453416,-1.002423,-1.548285,-1.25961,-2.348852,-2.471386,2.919938,0.345635,-2.98315,-3.888367,-0.835349,-2.927595,-3.418863,-4.39976,0.616567,1.976212,0.719076,-0.77682,-1.85973,-1.378644,-0.998297,-1.359825,-2.622909,-1.664019,-2.27297,-4.300062,-1.373972,-1.639588,-1.434065,-4.190953,-6.885385,-3.209882,-1.801186,-3.662929,-1.752927,0.335907,-5.727496,-0.929315,-3.318982,-0.371639,-1.757898,-6.463192,-2.71967,-3.183914,-2.931328,-2.990584,-5.020517,-0.740271,-1.197736,-0.365486,-1.315534,-2.651872,-2.19928,-0.975807,-0.663206,-3.756142,0.243413,-0.55464,0.903919,-2.117891,-6.389351,-3.606116,-2.681047,0
797,482,3.18793,-3.886792,0.754973,1.864031,2.851874,3.357845,3.346992,1.923993,0.598433,5.49228,1.567772,2.5061,0.533627,1.945167,2.952437,0.774066,3.455592,3.863578,0.87307,3.709498,3.506274,0.288746,1.575273,4.556344,-1.025518,1.720025,3.076561,1.29804,1.702595,2.99147,0.516428,3.082366,2.504717,0.237987,-0.745013,3.330705,3.803644,0.976843,1.566853,2.426442,3.816584,-2.092796,1.702735,3.042586,2.983112,0.695554,0.850157,-1.344333,6.053678,1.493799,2.639201,-0.077477,2.842024,5.786899,4.188766,1.608246,2.52445,4.884527,3.578087,2.857466,3.251673,2.002932,5.14946,0.486977,0.378922,0.861939,3.011265,1.042404,-1.718069,1.344613,2.019139,2.865203,5.955132,2.414384,1.350787,2.997967,3.888971,3.42089,-1.445625,3.778617,3.95019,0.520549,4.934759,5.046808,4.204677,-0.190706,-1.782326,1.496547,3.811593,0.796819,4.145045,4.382375,-0.814196,2.02488,0.420475,1.501789,-2.445142,-0.333407,4.162081,-1.934684,-0.392668,0.687151,-3.486552,2.1138,3.72997,4.607931,0.967603,-0.46876,1.330011,1.779623,2.607678,1.316144,5.006819,4.028956,1.381446,2.138481,0.579182,-1.134049,-0.286699,0
798,341,-0.311881,-0.129035,-0.437574,1.229301,1.352792,2.27853,1.481769,-3.718769,0.80851,2.227748,1.882684,-2.324039,-1.597403,1.181184,1.931094,1.065831,1.402088,1.818067,0.197495,1.260245,0.47893,1.702439,1.00879,1.358954,-4.483056,0.034266,0.972925,0.389499,-0.651035,0.483315,1.211824,2.688132,0.729131,0.966692,-3.214251,-0.100346,2.202014,-1.413106,1.010305,0.267487,1.515966,0.971226,3.039334,1.290255,-0.433396,2.05463,0.458692,-0.630434,0.235243,1.403294,1.412694,-1.564636,-0.638322,1.367382,2.058716,-0.285981,0.650531,-0.119976,0.271279,3.881472,1.559272,0.132165,0.299492,0.163341,-0.583958,-2.704655,-0.084685,-0.629745,-0.172486,-1.190892,0.316554,1.230149,0.425407,1.195689,0.426335,1.87836,1.519494,-0.168558,1.247307,-0.626726,-0.076255,-3.236409,0.532494,2.06538,0.429724,-2.195545,-1.876438,0.641349,0.138047,0.621803,-0.126512,0.818546,-2.999388,-0.578753,-1.280777,-1.221793,-2.722989,-1.769699,-0.119981,0.454266,0.505555,-1.814617,-2.312936,1.481883,0.3426,1.38125,0.912125,-0.090756,-0.469099,-0.974514,1.63926,1.371197,0.457963,1.24372,0.508001,0.641464,-2.126602,-0.831703,1.385602,0
799,528,-2.145425,-4.913793,-4.422573,-2.575134,-4.809291,-4.272043,-4.31837,-5.355898,-1.300435,-2.732781,-3.7165,-4.677632,-3.785461,-4.457314,-2.7153,-0.022847,-3.572833,-4.085005,-4.008272,-2.044787,-3.032476,-3.897181,-2.877944,-4.019513,-9.742497,-3.206175,-5.914804,0.620201,-5.366852,-4.942112,-3.300397,-2.637348,-1.999479,-3.793977,-6.271971,-3.413591,-2.21443,-2.003936,-4.578682,-4.723748,-4.86399,-1.45731,-2.222759,-2.290023,-3.624657,-0.159642,-2.529922,-4.825936,-3.537408,-2.126022,-3.475101,-7.840058,-3.933461,-0.524038,-2.416865,-3.697622,-2.242105,-3.839807,-2.934254,-1.814138,-4.257527,-2.763447,-2.568961,-2.393947,-0.928906,-5.052311,-3.060075,-1.166223,0.819567,-2.9263,-0.666971,-1.69325,0.318909,-1.472335,-1.303943,-1.118818,-4.000452,-4.23424,-3.13488,-6.916555,-3.163339,-3.914915,-3.502946,-5.501023,-4.748217,-5.679424,-5.846401,-3.911877,-1.455934,-3.811758,-5.443864,-4.114538,-5.981743,-3.314075,-0.62614,-3.21029,-0.647717,-7.284284,-5.036037,-4.220378,-2.278092,-3.66726,-1.482542,-2.684595,-3.81472,-6.293299,-0.308463,0.554584,-4.039045,-2.978693,-1.624841,-1.290805,-2.129185,-2.694326,0.606033,-3.422635,-6.005343,-1.51721,-4.314191,0
8,509,-1.577271,-0.242871,-0.559459,-0.201844,-0.259719,0.23933,-0.181215,2.635929,-0.35244,-1.024815,1.19166,0.059914,-1.55988,-1.005789,1.603926,-0.281409,-1.275649,-0.651256,-1.981637,-2.415588,0.218757,0.859084,0.434345,-1.547515,-1.890686,-1.244088,0.285077,-0.180694,0.568221,-2.842742,-0.289116,-0.639364,-0.961554,-0.46783,-2.67234,-0.657258,0.416098,-0.247608,0.087881,-0.301511,-0.542622,2.227436,3.559851,-0.810011,-1.501215,3.744666,-1.712835,0.239736,0.068804,-0.368754,-0.67556,-1.659483,-1.13489,-0.493978,-0.072494,-0.911373,-0.424275,-0.65801,-1.470538,-0.304828,1.320425,-1.259132,0.908583,1.037199,-0.756257,-0.238697,-0.641603,-0.347914,1.402207,1.643054,-0.430014,0.578921,-0.768336,-1.858542,-3.011907,1.202657,-0.608184,0.759701,1.413147,-0.99861,0.649017,-1.33108,-0.668568,-1.752033,-1.092409,-0.273732,-2.40604,-1.321555,-0.418881,-0.440458,0.053238,-0.520062,-2.772593,-0.384552,-0.34815,2.104969,3.51963,-2.102515,-0.07885,0.646032,0.431185,-0.78255,1.713628,1.863999,-0.574443,-1.391829,-2.248049,-3.601287,-1.79624,-0.060917,0.429026,-2.128085,-3.354392,-0.722036,-0.190739,-1.820876,-2.834249,-1.919224,-1.150295,0
80,467,2.575605,-1.338352,0.067099,2.699094,1.367999,3.358142,2.883835,1.28962,0.597605,3.842296,2.614783,2.04559,0.018855,1.822728,2.638314,0.908917,3.542613,5.529739,0.806775,1.133674,2.718969,0.682194,1.936893,4.187498,-2.388285,0.448765,2.383095,0.95234,1.418298,1.935366,-0.342631,2.273252,2.832921,0.279848,-1.267844,1.397117,2.917384,1.834563,0.738481,0.858791,2.536053,0.664885,1.316999,3.643921,3.654219,1.580104,-0.31083,0.63297,4.942688,0.097869,1.882944,-0.432645,1.926743,4.762919,2.65597,1.44949,2.806416,5.202106,4.808165,0.973522,1.016847,1.840561,4.607358,1.470226,0.544211,0.301726,0.698664,0.466798,-0.105345,1.456704,2.436443,3.118699,5.890316,2.439632,-0.717638,1.898838,3.124463,3.512802,0.741521,3.735347,2.600326,-0.304124,3.70471,4.982478,2.943604,0.09334,-1.543671,0.076444,5.228609,1.505537,1.542805,6.806141,-0.897262,1.643101,0.446208,0.399294,-0.320679,-2.271309,3.681828,-1.044901,-0.032936,-1.293615,-2.048629,1.335975,4.07634,3.883927,1.867013,-0.233322,-1.833948,3.240847,2.407342,0.274214,4.516453,4.353438,3.084414,1.395364,-2.663578,-2.697503,-1.122224,0
802,521,-1.064775,-1.248646,-0.199056,2.221552,1.331483,1.792379,1.247781,-2.659388,-0.251837,2.730665,0.077396,0.157215,-2.903085,0.134861,2.657541,3.376218,1.905619,2.003284,0.815966,3.951523,2.819732,-0.56057,2.424225,1.890978,-2.733132,-0.127398,0.0596,0.470571,-0.176093,0.683347,1.239116,1.56417,1.251868,1.741822,-4.490844,-0.065704,2.574429,-0.033923,0.176049,0.608634,1.109588,-1.148811,1.961939,2.729546,1.425159,-1.446976,-0.920636,-1.930433,3.334897,1.03919,2.36772,-3.420862,-4.46756,1.786242,3.841703,-0.392475,0.628447,3.249529,1.90668,1.41448,-1.091089,-3.074329,4.61669,-0.095989,-0.807202,-2.892559,2.460224,0.91594,-2.838501,1.141874,2.535866,4.03916,3.116607,0.586468,1.420326,3.296437,2.110563,0.321021,0.178321,-2.649847,2.206448,-0.472997,0.750403,0.150602,-1.460277,-4.275601,-4.15223,0.002007,1.487837,0.479382,0.064848,0.613209,-1.862743,1.331564,-0.282523,-0.249557,-1.964269,-4.99526,-2.222602,-0.983303,-0.287557,0.060153,-4.351405,1.859807,4.70394,4.194426,2.382186,1.897799,-1.766836,0.113289,2.684739,1.761238,3.56997,2.832989,3.286278,-0.140445,-3.953781,-1.591806,-0.268862,0
804,547,1.384707,1.658543,2.987228,2.742424,5.339817,3.482351,4.902365,3.448199,2.466979,3.968134,5.561904,4.092562,1.23578,2.275455,2.843317,0.497509,5.110081,5.356143,1.334816,2.025594,4.164902,3.955825,-1.112402,5.403663,-1.100623,0.78677,4.625791,-0.51883,3.214834,3.997566,0.434777,2.838772,2.385723,-0.161398,2.483257,2.867962,3.361497,1.574549,0.667252,1.990637,3.319996,0.104989,1.254005,3.248396,2.645205,1.417855,2.029116,3.028363,6.272634,0.125077,3.996056,4.786049,5.306234,3.450815,4.745777,0.95397,2.927001,3.776877,3.077949,2.93054,-0.007964,3.165008,5.886647,3.564472,0.525101,3.983599,2.367947,-0.058153,-2.584707,0.338745,2.546144,2.256702,4.008741,3.161719,0.93758,2.218008,5.080739,7.224043,1.5887,7.780236,3.651819,1.734545,5.565304,7.279257,6.216033,3.447988,-1.504632,1.596697,2.855179,1.446468,5.247753,8.532502,0.775067,2.466228,1.151293,2.382177,0.600301,0.944659,4.854881,3.699583,-0.895342,-0.055057,-0.269101,1.85086,4.243397,3.719808,1.11304,-0.959028,3.386299,5.072659,2.802744,1.716484,5.753059,3.031059,3.650624,3.92508,1.422604,0.152797,3.136389,0
805,320,1.745933,0.65222,0.164255,1.400492,1.175857,1.584626,0.181378,0.805369,2.097694,1.663166,1.432845,1.078677,0.020394,-2.169372,1.425364,1.065832,2.102666,1.446167,0.592708,0.102204,1.105034,1.372515,-0.234102,2.1335,-0.19534,1.47862,0.873922,0.6295,1.685544,2.531058,1.019021,1.155629,1.507629,0.58458,-2.754691,1.859754,2.335286,0.94048,0.120348,2.467504,1.165967,0.594061,1.908561,1.059676,-0.214613,1.632646,1.117595,1.682984,2.535029,0.385295,2.503693,-0.426522,0.671319,2.041717,2.25696,0.269051,1.706039,1.006084,1.779847,0.709875,0.829756,-0.613041,1.04276,1.831854,0.852541,0.899101,1.98236,-0.071771,-0.00422,0.23604,2.701362,2.754786,2.519115,1.403695,1.191955,1.64085,2.040431,1.675918,0.393977,1.052634,2.951611,0.582324,2.307899,2.297972,2.799173,2.034753,1.003008,0.947968,0.471232,2.124314,2.087997,2.16636,0.756391,1.422034,0.618908,2.715069,1.289679,3.823019,2.20565,0.333417,0.113449,-1.354532,1.116476,1.124808,4.281205,3.574349,0.617021,1.406515,0.041138,1.475219,2.044719,1.833232,1.519021,1.014327,2.795565,0.789789,1.158977,0.8573,2.170442,0
806,404,-1.233868,0.498682,-0.847796,-0.852339,0.929574,0.978227,0.515,-2.749441,-1.31088,1.130387,1.690651,-0.731159,-2.364615,-1.488633,0.700703,0.566073,0.091587,-0.504172,-2.916993,-0.421908,-0.152496,-0.720719,-4.107555,0.274595,-4.082035,0.391498,1.38368,-0.871401,0.653263,-0.24277,-1.091877,-0.534193,-0.253063,-1.253033,-3.945531,-1.011088,1.756537,-3.914659,-0.724,-0.635458,1.518504,-0.662264,2.599113,-0.899699,-0.620326,0.712333,-0.769441,-1.718587,1.152702,0.460524,0.567313,-1.74887,0.673392,0.31811,1.070594,-1.296511,-0.528729,-1.510877,-0.953403,0.390789,-0.70194,-1.978682,0.071792,2.424688,-0.079811,-2.782286,1.28573,-0.281407,-1.155564,-1.88143,0.040996,-0.125215,0.655723,-0.301505,0.133565,1.839997,-0.415636,0.949032,-0.035764,1.402999,1.211072,-2.301623,0.301688,1.368758,0.631425,-1.007119,-3.926035,-1.827752,0.677948,-2.741333,0.738587,2.460741,-3.752701,0.272901,-1.918452,1.374327,-2.61308,-4.146635,-0.017287,-0.445719,-1.012047,-0.528545,-2.871992,3.027451,-0.56674,0.692608,-0.208155,-2.118902,1.354701,-0.117079,2.194478,-2.850726,-0.692366,-0.00248,0.92565,-1.295326,-1.79174,-3.345472,-3.118642,0
807,578,-3.619236,-1.33866,-2.150068,0.939256,0.847439,1.002178,0.717796,-3.013344,-1.751932,2.02331,0.414588,-2.43162,-3.651038,-0.784655,1.515031,-0.82162,2.319565,1.960631,-1.215844,2.592097,1.577285,-0.362934,1.723307,1.578734,-6.658565,-1.559447,-0.857628,-1.58929,-2.332805,-0.029167,0.531849,1.085644,1.442423,0.161497,-4.349562,-2.141465,1.912737,-1.189605,-1.867325,-2.788717,0.296444,-3.420364,0.824727,1.77222,1.981995,-4.173952,0.714484,-2.957009,3.610559,-2.619139,-0.048209,-3.737129,-0.939134,1.971006,1.509303,-2.774721,0.68088,2.71396,2.365121,1.047969,-1.529514,2.03401,2.569093,-1.38667,-2.006529,-5.808439,-0.131209,-0.657113,-6.825599,0.360263,-0.718641,0.988825,3.183478,-0.025948,0.113882,0.778187,1.502706,0.051881,-1.088729,-0.652847,0.610087,-1.930538,0.094808,1.201066,-1.108462,-3.59299,-4.538921,-0.80348,1.509065,0.211473,0.212571,1.200606,-2.783473,-0.043738,-2.155136,-2.717257,-6.311328,-8.058218,-2.67378,-1.26141,-1.262973,-2.580149,-6.327593,0.563654,3.17912,2.359322,-0.063981,-2.346602,-2.050764,0.015143,1.489233,-0.7749,1.855838,2.559037,0.876381,-0.381409,-3.424675,-3.490509,-1.790533,0
809,572,-1.956336,-5.684636,-4.823343,-0.689769,-2.583206,-2.990937,-0.806657,-1.673615,-1.197733,-0.610294,-2.005554,-2.707181,-2.770468,-3.104622,-1.132145,-0.984962,0.7182,-0.482129,-2.182309,-0.939802,-1.821852,-0.268759,-1.73364,0.794885,-7.84041,-3.263375,-1.769317,-0.430124,-2.421386,-2.430566,-2.787587,-1.527135,-0.754277,-4.328908,-6.324922,-1.899968,0.208635,-1.369642,-4.564717,-2.35153,-2.654398,-2.758542,-1.301402,-1.172295,-3.433881,-3.688253,-1.53035,-2.422301,1.641079,-3.447119,-1.7422,-5.029203,-3.069979,0.401371,-1.650971,-3.124269,-0.197356,2.039534,1.745585,-1.604369,-2.798465,2.152379,2.264441,-1.923642,0.293524,-6.414336,-0.806564,-3.411395,-6.845061,-2.882257,2.862033,1.977448,2.642954,0.732688,-1.151828,-2.105125,-0.313029,-0.611705,-2.789175,-0.828716,-0.628132,-3.124864,-0.970485,-3.105029,-1.585066,-2.863883,-4.874086,-2.926552,0.971771,-0.754226,-1.479388,-0.446328,-5.793613,-1.098159,-3.363583,-2.117703,-3.052253,-6.418395,-1.609878,-4.07165,-2.908955,-3.829551,-7.108105,-0.92727,2.198497,3.444611,-0.966992,-1.053149,-1.920098,-0.47604,-0.248537,-1.040108,2.321292,1.561849,2.050472,-0.772528,-3.574859,-3.074418,-0.715962,0
81,411,-1.77201,-3.129062,-1.12455,-0.651437,-0.830969,1.129313,-1.183377,-2.314925,-0.499156,-0.277216,1.75056,-2.393644,-2.252987,-0.432194,1.119183,0.715175,-0.310956,-0.492586,-0.495927,-2.201652,-0.028951,-1.594397,3.011805,-0.75257,-2.627185,-1.377308,-1.305244,0.035493,-0.927461,0.374183,0.094722,0.076237,-0.597106,-1.482148,-3.096093,-0.926538,1.119372,-0.692467,0.273113,-0.307033,-0.047093,0.160192,1.749744,-0.700533,-1.110711,0.556294,0.316596,-1.377709,1.53894,-1.441774,0.246202,-2.485531,-3.223744,0.560594,0.119428,-0.767656,-1.678699,0.514091,0.258582,0.50319,3.522579,-1.533715,0.074848,-3.312676,-1.650014,-2.185475,-0.110859,-0.609023,0.146616,-0.745273,0.251899,0.687062,0.671969,-0.386156,0.455361,0.609488,0.678377,-1.504272,-1.296224,-2.554764,-0.74185,-2.151922,-1.786529,-2.298675,-2.927419,-2.931598,-4.760233,-0.339815,0.003598,-0.198727,-2.039723,-0.446851,-4.269842,-1.191867,-1.88151,-1.039748,-1.013153,-1.560012,-0.57398,-0.748378,-1.603167,-1.748724,-3.010408,0.175692,1.675266,2.123212,0.222429,0.565224,-0.606482,-1.071938,0.587222,0.226861,3.534031,0.488043,1.443062,-0.811387,-0.482704,-1.56499,0.445838,0
811,469,-1.136951,-3.155625,-0.202564,-0.318455,-2.123268,-2.155513,-1.443863,-0.579265,-0.236075,-1.789569,-0.743484,0.663823,1.38934,-2.647066,-0.23546,0.977952,0.232379,-2.301877,-0.286786,1.389361,0.482126,-2.876792,1.833455,-3.530934,-2.572774,0.552505,-1.771092,1.647064,-1.469844,-1.406581,-1.129864,-1.102601,1.956492,-1.483215,-3.297391,-0.275387,0.293228,-1.336731,0.707099,-1.508615,-1.423556,-1.105602,-0.333392,-0.205778,-0.287987,-0.066636,-1.165792,-2.377623,0.543718,-2.960984,-0.837439,-2.926008,-3.359387,0.353368,-0.043316,-1.543042,-1.538599,-1.077358,-0.160472,-0.365936,-1.313245,-0.675793,0.722842,-0.514377,-0.614976,1.821089,-0.170972,0.721642,-0.115026,-0.477632,2.104059,3.963379,2.21274,-2.003565,-0.663774,0.152415,-4.246162,-2.30803,-2.704958,-4.395364,0.787071,0.020012,-2.643682,-3.013386,-2.521398,-2.590122,-5.288718,-1.057036,-0.855833,-3.075388,-0.480467,-3.011457,-2.493643,0.045682,-0.604882,0.59281,-0.745922,-3.992945,0.890836,-2.898512,-0.712321,-0.153078,-3.214217,-0.42247,1.081624,1.961847,-0.618391,0.334427,-2.693851,-0.034539,-0.422988,0.481044,1.505404,-0.606556,1.780338,-2.460103,-3.833233,-0.723596,-3.469914,0
813,469,-2.339316,-8.056989,-3.918216,-2.204233,-1.438242,-1.97184,-1.647389,-3.742046,-1.896932,-1.859306,-2.477173,-1.754359,-5.309093,-4.416637,-1.8152,-1.732352,-2.370634,-1.627216,-2.850462,-0.004365,-0.356708,-2.832321,-2.097379,-0.020087,-7.474063,-2.595375,-2.698462,-2.329338,-2.314823,-1.448437,-2.996896,-3.338154,-1.931381,-4.451667,-7.732134,-1.577605,0.108478,-3.89583,-3.685235,-1.8446,-2.398305,-2.263887,-0.094495,-1.961452,-3.219186,-2.238937,-4.933369,-2.857483,-0.735671,-3.69665,-1.872732,-6.450597,-5.238131,-1.530292,-0.668834,-4.136822,-2.91609,-1.378249,-2.442438,-2.194546,-2.143288,-4.079481,3.012329,-1.556234,-2.671937,-3.90036,-1.86987,-3.042627,-3.35333,-3.115556,0.442048,0.623958,1.837886,0.387788,-2.056717,-0.500056,-1.607518,-0.617048,-5.410527,-1.029373,-0.283155,-3.802299,-0.369423,-1.787948,-2.044491,-7.911793,-8.448636,-2.78452,-1.440672,-1.444341,-2.059686,-2.59438,-6.607953,-0.293893,-2.006311,0.404675,-3.526766,-6.83979,-2.773026,-3.88016,-2.692304,-4.293029,-3.385102,-0.855934,1.388643,2.797309,-2.513566,-3.515551,0.066792,-2.228015,0.10827,-2.008144,1.16808,-1.087531,-0.050654,-1.058045,-5.07228,-3.994744,-2.185263,0
815,573,-2.572432,-4.006266,-5.061034,0.088648,-0.748542,1.498265,-0.949452,-4.375,-0.213925,0.036451,2.525545,-2.654532,-4.180184,-2.006849,1.239684,-0.154725,0.838908,1.885161,-0.410472,1.660456,0.182169,-0.244423,0.904114,-0.262198,-5.683665,-2.084302,-0.922329,-1.862074,-1.91691,-0.56756,0.163883,0.03535,0.629582,-0.707098,-6.315865,-2.100128,1.33666,-1.183495,-2.027738,-1.751797,-0.759646,-1.367377,0.492909,-0.231828,-0.757997,-4.62097,-2.114266,-4.164337,0.223879,-0.853188,-0.629801,-3.166612,-2.672014,1.993824,0.282211,-1.666981,-0.167045,1.916775,2.330092,0.182819,-1.170612,-0.251317,2.044397,-1.152955,-2.280701,-5.470421,-0.487698,-1.003093,-5.231236,-0.53424,-0.350999,0.037615,0.753849,0.140723,-0.923849,1.78306,1.16315,-0.777574,0.127817,-2.220125,-1.263905,-2.636315,-0.573141,-1.592726,-0.532199,-4.551385,-4.534577,-0.582718,0.433882,-0.614356,-2.78847,3.904817,-4.401203,-2.146631,-2.163152,-2.41314,-3.719621,-7.069814,-3.844914,-1.743279,-0.966406,-2.474505,-6.843404,0.349731,1.22998,0.841403,0.152609,-2.025793,-2.616776,-1.216087,1.188163,-1.775095,0.163382,1.594045,0.45711,-0.576398,-6.023573,-3.696738,-2.609687,0
